Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
2665,NexGen Systems,Influencer,Women 35-44,30 days,Google Ads,0.04,"$14,095.00",4.47,Houston,Spanish,317,1438,2,Health & Wellness,2021-04-20
2666,Alpha Innovations,Influencer,Women 25-34,60 days,Instagram,0.09,"$13,932.00",4.56,Chicago,Spanish,203,3539,3,Tech Enthusiasts,2021-04-21
2667,TechCorp,Influencer,Women 35-44,45 days,Email,0.14,"$17,691.00",2.3,New York,Mandarin,911,1031,10,Health & Wellness,2021-04-22
2668,TechCorp,Social Media,All Ages,45 days,YouTube,0.1,"$12,747.00",2.56,Los Angeles,English,260,5944,2,Tech Enthusiasts,2021-04-23
2669,NexGen Systems,Influencer,All Ages,45 days,YouTube,0.11,"$7,265.00",6.55,Los Angeles,Spanish,431,4011,2,Fashionistas,2021-04-24
2670,DataTech Solutions,Email,Women 35-44,15 days,Google Ads,0.12,"$12,282.00",6.07,Houston,Spanish,443,3270,1,Outdoor Adventurers,2021-04-25
2671,TechCorp,Display,Women 25-34,30 days,Website,0.03,"$6,248.00",4.06,Miami,German,969,4084,8,Outdoor Adventurers,2021-04-26
2672,NexGen Systems,Search,Men 18-24,30 days,YouTube,0.05,"$13,383.00",4.58,Chicago,Spanish,841,7887,7,Outdoor Adventurers,2021-04-27
2673,DataTech Solutions,Search,Women 25-34,30 days,Google Ads,0.04,"$16,439.00",5.56,New York,English,348,5974,9,Tech Enthusiasts,2021-04-28
2674,TechCorp,Email,Men 25-34,45 days,Email,0.11,"$7,415.00",6.37,Chicago,French,275,5904,6,Tech Enthusiasts,2021-04-29
2675,Innovate Industries,Influencer,Women 35-44,60 days,Facebook,0.03,"$13,255.00",4.26,Los Angeles,English,442,9358,4,Outdoor Adventurers,2021-04-30
2676,Innovate Industries,Email,Men 18-24,30 days,Google Ads,0.02,"$19,121.00",2.28,Chicago,Mandarin,936,3392,9,Outdoor Adventurers,2021-05-01
2677,NexGen Systems,Display,All Ages,15 days,Website,0.11,"$11,716.00",7.1,Houston,Spanish,311,3170,1,Outdoor Adventurers,2021-05-02
2678,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,0.04,"$9,934.00",2.43,Chicago,Spanish,781,6086,7,Foodies,2021-05-03
2679,NexGen Systems,Influencer,Women 35-44,30 days,Email,0.13,"$18,897.00",6.85,Miami,Mandarin,257,6356,5,Fashionistas,2021-05-04
2680,NexGen Systems,Display,Women 25-34,60 days,Website,0.11,"$12,368.00",6.0,Chicago,German,811,4574,9,Tech Enthusiasts,2021-05-05
2681,NexGen Systems,Social Media,All Ages,45 days,Email,0.07,"$12,436.00",5.61,Miami,German,578,4382,7,Foodies,2021-05-06
2682,Alpha Innovations,Email,Men 18-24,30 days,Email,0.08,"$15,990.00",3.95,Chicago,Spanish,787,8345,7,Foodies,2021-05-07
2683,TechCorp,Display,Men 18-24,30 days,Google Ads,0.01,"$14,692.00",5.43,Los Angeles,German,457,9441,5,Tech Enthusiasts,2021-05-08
2684,Alpha Innovations,Email,Women 35-44,60 days,YouTube,0.06,"$7,414.00",2.36,Chicago,English,880,3769,1,Tech Enthusiasts,2021-05-09
2685,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.08,"$14,256.00",2.44,Miami,Spanish,469,4349,2,Outdoor Adventurers,2021-05-10
2686,TechCorp,Social Media,Men 18-24,60 days,Google Ads,0.1,"$5,257.00",2.81,Houston,German,595,3617,1,Tech Enthusiasts,2021-05-11
2687,TechCorp,Social Media,All Ages,15 days,YouTube,0.03,"$12,368.00",3.43,Los Angeles,French,366,3541,10,Tech Enthusiasts,2021-05-12
2688,TechCorp,Email,All Ages,60 days,Website,0.14,"$8,016.00",2.06,Houston,German,299,6329,5,Foodies,2021-05-13
2689,DataTech Solutions,Social Media,Women 35-44,15 days,Google Ads,0.06,"$13,487.00",3.36,Houston,Mandarin,450,6927,5,Foodies,2021-05-14
2690,TechCorp,Display,Men 25-34,60 days,Website,0.06,"$19,553.00",2.33,Miami,Spanish,601,9441,9,Health & Wellness,2021-05-15
2691,Innovate Industries,Display,All Ages,45 days,Website,0.06,"$5,645.00",5.46,Chicago,Mandarin,874,8486,6,Tech Enthusiasts,2021-05-16
2692,Innovate Industries,Email,Women 25-34,30 days,YouTube,0.01,"$14,482.00",7.38,Los Angeles,English,617,6932,7,Outdoor Adventurers,2021-05-17
2693,Innovate Industries,Search,Women 25-34,60 days,Email,0.02,"$14,218.00",2.36,Miami,Mandarin,971,1847,10,Fashionistas,2021-05-18
2694,TechCorp,Influencer,Men 25-34,30 days,YouTube,0.07,"$15,225.00",6.9,Miami,Spanish,619,3880,7,Foodies,2021-05-19
2695,Alpha Innovations,Influencer,Men 18-24,15 days,Facebook,0.1,"$19,852.00",7.23,Los Angeles,German,940,3879,8,Fashionistas,2021-05-20
2696,TechCorp,Influencer,All Ages,30 days,Facebook,0.11,"$13,609.00",4.15,Chicago,French,497,3216,4,Foodies,2021-05-21
2697,Alpha Innovations,Search,All Ages,15 days,Instagram,0.08,"$5,267.00",7.85,Houston,Mandarin,602,3451,8,Fashionistas,2021-05-22
2698,DataTech Solutions,Search,Women 25-34,15 days,Website,0.04,"$5,682.00",4.67,Los Angeles,German,252,5305,5,Foodies,2021-05-23
2699,DataTech Solutions,Influencer,All Ages,60 days,Email,0.11,"$12,889.00",3.66,Houston,Spanish,200,4747,3,Foodies,2021-05-24
2700,Alpha Innovations,Email,All Ages,30 days,Facebook,0.05,"$11,718.00",7.75,Los Angeles,German,779,4811,10,Health & Wellness,2021-05-25
2701,DataTech Solutions,Social Media,Women 35-44,45 days,Website,0.14,"$16,767.00",7.91,Chicago,French,607,8790,4,Health & Wellness,2021-05-26
2702,NexGen Systems,Display,Men 25-34,60 days,Email,0.13,"$11,677.00",6.98,Los Angeles,English,369,4823,1,Foodies,2021-05-27
2703,Alpha Innovations,Email,Men 18-24,15 days,Facebook,0.04,"$7,571.00",6.47,Los Angeles,Spanish,286,4602,3,Health & Wellness,2021-05-28
2704,Innovate Industries,Social Media,Men 25-34,45 days,Instagram,0.07,"$6,274.00",3.61,Miami,Spanish,620,9386,5,Tech Enthusiasts,2021-05-29
2705,Innovate Industries,Social Media,All Ages,15 days,Google Ads,0.14,"$11,616.00",5.43,New York,Mandarin,902,2358,3,Health & Wellness,2021-05-30
2706,Innovate Industries,Email,Women 35-44,15 days,Instagram,0.11,"$17,966.00",2.86,Los Angeles,French,748,8683,3,Fashionistas,2021-05-31
2707,Innovate Industries,Display,Women 25-34,60 days,Google Ads,0.14,"$12,665.00",4.55,Miami,German,106,1526,9,Outdoor Adventurers,2021-06-01
2708,TechCorp,Influencer,Men 25-34,30 days,Email,0.08,"$16,014.00",7.49,Miami,Spanish,893,5518,4,Outdoor Adventurers,2021-06-02
2709,Alpha Innovations,Display,Women 25-34,60 days,Email,0.14,"$8,115.00",4.68,Miami,German,975,3197,8,Outdoor Adventurers,2021-06-03
2710,Innovate Industries,Email,All Ages,15 days,Instagram,0.02,"$19,499.00",6.22,Chicago,Spanish,170,6978,7,Tech Enthusiasts,2021-06-04
2711,Innovate Industries,Email,Women 25-34,45 days,Email,0.05,"$13,832.00",4.14,Los Angeles,German,329,9629,7,Health & Wellness,2021-06-05
2712,DataTech Solutions,Email,Women 35-44,45 days,Facebook,0.05,"$8,597.00",7.31,Miami,English,622,4588,5,Foodies,2021-06-06
2713,NexGen Systems,Search,Men 25-34,60 days,Website,0.07,"$10,308.00",2.11,Miami,German,629,1003,5,Foodies,2021-06-07
2714,NexGen Systems,Influencer,Men 18-24,60 days,Facebook,0.05,"$8,045.00",6.54,Chicago,French,744,3982,3,Foodies,2021-06-08
2715,DataTech Solutions,Display,Women 35-44,30 days,YouTube,0.14,"$10,589.00",3.05,Houston,French,308,7335,6,Fashionistas,2021-06-09
2716,Innovate Industries,Search,Men 18-24,45 days,Website,0.09,"$19,220.00",3.86,New York,German,384,3231,2,Fashionistas,2021-06-10
2717,TechCorp,Search,Men 18-24,60 days,Website,0.13,"$18,558.00",2.26,Houston,Mandarin,329,1421,10,Health & Wellness,2021-06-11
2718,Innovate Industries,Influencer,All Ages,15 days,Website,0.12,"$13,815.00",7.73,New York,German,891,8008,8,Health & Wellness,2021-06-12
2719,TechCorp,Influencer,Women 25-34,60 days,Website,0.01,"$16,703.00",7.82,Houston,Mandarin,233,6593,7,Health & Wellness,2021-06-13
2720,Alpha Innovations,Search,Women 25-34,15 days,YouTube,0.02,"$18,552.00",3.76,New York,German,362,4387,4,Fashionistas,2021-06-14
2721,Innovate Industries,Search,Men 18-24,30 days,Email,0.1,"$8,510.00",6.31,Chicago,French,208,6060,1,Outdoor Adventurers,2021-06-15
2722,Innovate Industries,Search,Women 35-44,60 days,Instagram,0.07,"$8,278.00",2.33,Houston,Spanish,577,1648,9,Outdoor Adventurers,2021-06-16
2723,TechCorp,Search,All Ages,45 days,Google Ads,0.11,"$9,189.00",2.06,Houston,German,106,2427,2,Outdoor Adventurers,2021-06-17
2724,Innovate Industries,Email,Men 25-34,60 days,YouTube,0.08,"$12,851.00",3.02,Miami,English,375,6182,2,Outdoor Adventurers,2021-06-18
2725,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,0.07,"$19,828.00",5.31,New York,Spanish,263,8563,6,Fashionistas,2021-06-19
2726,Alpha Innovations,Email,Women 25-34,60 days,Google Ads,0.08,"$18,133.00",3.1,Los Angeles,French,352,8933,1,Fashionistas,2021-06-20
2727,TechCorp,Social Media,All Ages,45 days,Email,0.09,"$6,965.00",3.58,Los Angeles,German,510,8539,3,Tech Enthusiasts,2021-06-21
2728,TechCorp,Display,All Ages,15 days,Google Ads,0.04,"$18,878.00",7.07,Houston,Mandarin,691,6670,2,Outdoor Adventurers,2021-06-22
2729,DataTech Solutions,Display,Women 35-44,30 days,YouTube,0.11,"$7,129.00",3.6,Chicago,Spanish,190,9616,3,Foodies,2021-06-23
2730,TechCorp,Email,Women 35-44,60 days,Website,0.06,"$19,843.00",6.52,New York,German,396,5746,5,Fashionistas,2021-06-24
2731,Innovate Industries,Display,Women 25-34,30 days,Facebook,0.13,"$5,878.00",2.59,New York,French,630,4275,7,Health & Wellness,2021-06-25
2732,NexGen Systems,Search,All Ages,60 days,Google Ads,0.1,"$7,646.00",4.18,New York,French,827,4178,9,Tech Enthusiasts,2021-06-26
2733,NexGen Systems,Social Media,Men 25-34,45 days,YouTube,0.08,"$6,539.00",7.37,New York,German,646,7333,2,Health & Wellness,2021-06-27
2734,TechCorp,Influencer,Men 18-24,15 days,Website,0.09,"$15,331.00",4.75,New York,Spanish,459,4147,8,Outdoor Adventurers,2021-06-28
2735,NexGen Systems,Social Media,Women 25-34,30 days,Google Ads,0.03,"$16,598.00",3.12,Los Angeles,German,967,6138,8,Health & Wellness,2021-06-29
2736,NexGen Systems,Social Media,Men 18-24,60 days,Website,0.03,"$16,529.00",5.9,Chicago,Spanish,372,3450,9,Fashionistas,2021-06-30
2737,DataTech Solutions,Display,Men 25-34,30 days,Google Ads,0.07,"$19,654.00",7.85,Miami,Spanish,315,7413,8,Health & Wellness,2021-07-01
2738,TechCorp,Social Media,All Ages,60 days,Facebook,0.11,"$19,601.00",7.22,New York,English,921,1287,1,Health & Wellness,2021-07-02
2739,DataTech Solutions,Influencer,All Ages,45 days,YouTube,0.11,"$15,904.00",3.59,Miami,Spanish,804,8439,3,Tech Enthusiasts,2021-07-03
2740,TechCorp,Search,Women 25-34,30 days,Instagram,0.12,"$6,870.00",3.37,Houston,French,641,6090,9,Fashionistas,2021-07-04
2741,NexGen Systems,Social Media,Men 18-24,15 days,Instagram,0.09,"$13,841.00",2.29,Houston,German,579,4036,6,Health & Wellness,2021-07-05
2742,Innovate Industries,Influencer,All Ages,15 days,Email,0.06,"$5,347.00",3.29,Chicago,Mandarin,161,3472,10,Tech Enthusiasts,2021-07-06
2743,DataTech Solutions,Social Media,Women 35-44,15 days,YouTube,0.06,"$14,782.00",7.0,Houston,French,646,6350,1,Tech Enthusiasts,2021-07-07
2744,Alpha Innovations,Influencer,Women 35-44,30 days,Website,0.05,"$15,191.00",4.85,Chicago,English,709,6213,8,Fashionistas,2021-07-08
2745,Alpha Innovations,Display,Women 35-44,30 days,YouTube,0.08,"$10,099.00",6.36,Los Angeles,Spanish,637,8841,1,Health & Wellness,2021-07-09
2746,NexGen Systems,Social Media,Men 18-24,45 days,Facebook,0.09,"$9,385.00",7.37,Los Angeles,Spanish,187,7846,7,Outdoor Adventurers,2021-07-10
2747,DataTech Solutions,Display,Men 18-24,30 days,Google Ads,0.08,"$7,783.00",4.62,Miami,Spanish,522,1722,10,Outdoor Adventurers,2021-07-11
2748,NexGen Systems,Email,All Ages,60 days,YouTube,0.03,"$6,442.00",6.79,New York,French,645,8605,7,Outdoor Adventurers,2021-07-12
2749,Innovate Industries,Email,Women 35-44,60 days,Email,0.03,"$8,768.00",2.03,Miami,English,432,4584,10,Fashionistas,2021-07-13
2750,Alpha Innovations,Influencer,Men 18-24,60 days,Google Ads,0.11,"$14,876.00",5.68,Houston,Mandarin,844,3977,9,Outdoor Adventurers,2021-07-14
2751,Alpha Innovations,Social Media,Women 35-44,60 days,YouTube,0.06,"$16,370.00",5.95,Chicago,French,162,7026,5,Tech Enthusiasts,2021-07-15
2752,Innovate Industries,Display,Men 25-34,30 days,Email,0.1,"$17,202.00",6.88,Chicago,French,702,8105,10,Fashionistas,2021-07-16
2753,DataTech Solutions,Influencer,Women 25-34,15 days,Instagram,0.12,"$18,715.00",7.39,New York,Spanish,434,7760,9,Fashionistas,2021-07-17
2754,Alpha Innovations,Influencer,Women 25-34,45 days,Google Ads,0.01,"$16,827.00",7.61,Los Angeles,French,365,9809,8,Health & Wellness,2021-07-18
2755,NexGen Systems,Search,All Ages,30 days,Email,0.07,"$14,803.00",4.24,Houston,German,695,5025,3,Tech Enthusiasts,2021-07-19
2756,Innovate Industries,Search,All Ages,60 days,Facebook,0.03,"$13,896.00",3.08,Chicago,Mandarin,438,9102,1,Foodies,2021-07-20
2757,Alpha Innovations,Search,All Ages,15 days,Facebook,0.13,"$18,020.00",5.79,Miami,French,104,9304,4,Fashionistas,2021-07-21
2758,TechCorp,Display,All Ages,15 days,Website,0.1,"$16,437.00",4.3,Miami,German,349,4757,8,Outdoor Adventurers,2021-07-22
2759,NexGen Systems,Display,Men 25-34,15 days,Email,0.09,"$15,905.00",6.72,Miami,English,378,4548,9,Outdoor Adventurers,2021-07-23
2760,DataTech Solutions,Email,Men 25-34,30 days,Google Ads,0.03,"$15,564.00",5.5,Chicago,Spanish,856,5957,3,Fashionistas,2021-07-24
2761,TechCorp,Social Media,Women 25-34,15 days,YouTube,0.13,"$5,699.00",5.41,Chicago,English,399,9133,9,Tech Enthusiasts,2021-07-25
2762,DataTech Solutions,Social Media,Women 25-34,15 days,Website,0.03,"$13,690.00",3.09,Chicago,German,631,1942,3,Foodies,2021-07-26
2763,Innovate Industries,Search,All Ages,30 days,Website,0.1,"$15,597.00",6.81,Los Angeles,Spanish,818,1144,5,Fashionistas,2021-07-27
2764,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.15,"$14,476.00",5.12,Chicago,German,854,6365,2,Health & Wellness,2021-07-28
2765,Alpha Innovations,Search,Women 35-44,45 days,YouTube,0.04,"$6,681.00",5.02,Houston,German,509,1124,1,Tech Enthusiasts,2021-07-29
2766,NexGen Systems,Search,Men 18-24,45 days,YouTube,0.14,"$14,245.00",2.36,Los Angeles,German,991,3818,10,Foodies,2021-07-30
2767,Alpha Innovations,Influencer,Women 25-34,45 days,Facebook,0.02,"$11,518.00",3.2,Miami,Mandarin,289,5398,5,Outdoor Adventurers,2021-07-31
2768,TechCorp,Email,Women 25-34,15 days,Website,0.02,"$16,538.00",3.86,Miami,English,170,2793,3,Fashionistas,2021-08-01
2769,Innovate Industries,Influencer,Men 18-24,60 days,Email,0.08,"$5,950.00",3.55,Miami,Mandarin,100,4028,1,Tech Enthusiasts,2021-08-02
2770,DataTech Solutions,Display,Women 25-34,60 days,Email,0.11,"$7,152.00",4.88,Houston,English,738,3057,4,Outdoor Adventurers,2021-08-03
2771,TechCorp,Display,Women 25-34,45 days,Website,0.03,"$6,813.00",4.98,Chicago,Mandarin,384,8458,1,Fashionistas,2021-08-04
2772,Alpha Innovations,Display,Men 25-34,15 days,Website,0.07,"$7,158.00",2.07,Los Angeles,German,140,1073,4,Outdoor Adventurers,2021-08-05
2773,TechCorp,Social Media,All Ages,60 days,Email,0.09,"$17,267.00",2.89,Chicago,Mandarin,375,1186,4,Foodies,2021-08-06
2774,NexGen Systems,Email,Women 25-34,60 days,Website,0.11,"$6,153.00",2.61,Houston,Mandarin,165,3244,4,Tech Enthusiasts,2021-08-07
2775,NexGen Systems,Influencer,All Ages,15 days,Google Ads,0.07,"$12,338.00",3.13,New York,French,261,3985,5,Health & Wellness,2021-08-08
2776,Alpha Innovations,Search,All Ages,15 days,YouTube,0.09,"$14,474.00",6.95,Miami,Spanish,250,6771,8,Outdoor Adventurers,2021-08-09
2777,Innovate Industries,Email,Men 18-24,45 days,Facebook,0.06,"$15,576.00",6.03,New York,Spanish,616,2021,1,Tech Enthusiasts,2021-08-10
2778,Innovate Industries,Social Media,Men 18-24,30 days,YouTube,0.04,"$14,793.00",3.48,Houston,Mandarin,994,9797,8,Health & Wellness,2021-08-11
2779,Innovate Industries,Search,All Ages,30 days,Email,0.11,"$15,370.00",2.31,Miami,French,402,5513,10,Outdoor Adventurers,2021-08-12
2780,Innovate Industries,Search,Women 25-34,30 days,Email,0.02,"$6,615.00",4.59,Houston,German,704,6152,1,Tech Enthusiasts,2021-08-13
2781,TechCorp,Search,Women 35-44,30 days,YouTube,0.08,"$6,088.00",6.27,Chicago,English,725,4264,10,Foodies,2021-08-14
2782,TechCorp,Email,Women 35-44,30 days,Email,0.06,"$15,660.00",6.43,Los Angeles,German,118,3192,8,Tech Enthusiasts,2021-08-15
2783,TechCorp,Influencer,Women 35-44,45 days,Instagram,0.14,"$18,516.00",6.8,Houston,Mandarin,923,7447,8,Tech Enthusiasts,2021-08-16
2784,DataTech Solutions,Display,Women 25-34,60 days,YouTube,0.06,"$14,734.00",2.32,Chicago,German,228,2850,8,Fashionistas,2021-08-17
2785,NexGen Systems,Social Media,Women 35-44,60 days,Email,0.09,"$17,654.00",2.79,Houston,German,862,4858,8,Tech Enthusiasts,2021-08-18
2786,Alpha Innovations,Search,Women 35-44,45 days,Website,0.14,"$8,043.00",2.99,New York,German,321,8204,7,Health & Wellness,2021-08-19
2787,TechCorp,Email,Women 35-44,60 days,Facebook,0.02,"$13,930.00",2.05,Chicago,Mandarin,556,9090,3,Tech Enthusiasts,2021-08-20
2788,Innovate Industries,Search,Men 18-24,45 days,Instagram,0.12,"$5,068.00",4.6,Los Angeles,Mandarin,815,5805,4,Foodies,2021-08-21
2789,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,0.09,"$17,879.00",3.76,Los Angeles,Mandarin,867,5254,7,Foodies,2021-08-22
2790,Innovate Industries,Influencer,All Ages,45 days,Email,0.09,"$13,902.00",2.98,Los Angeles,French,235,6585,5,Foodies,2021-08-23
2791,Alpha Innovations,Search,Men 18-24,60 days,Facebook,0.12,"$8,006.00",7.26,Los Angeles,English,527,3562,10,Fashionistas,2021-08-24
2792,Alpha Innovations,Search,All Ages,60 days,Website,0.07,"$12,897.00",3.25,Los Angeles,English,534,9100,9,Fashionistas,2021-08-25
2793,NexGen Systems,Influencer,Women 35-44,15 days,Website,0.02,"$18,758.00",2.52,Miami,Spanish,393,3483,8,Outdoor Adventurers,2021-08-26
2794,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,0.02,"$15,097.00",2.56,Houston,English,985,5650,5,Fashionistas,2021-08-27
2795,TechCorp,Email,Women 25-34,60 days,YouTube,0.07,"$8,718.00",5.16,Chicago,Spanish,336,4992,5,Health & Wellness,2021-08-28
2796,TechCorp,Search,All Ages,45 days,Website,0.04,"$12,538.00",4.81,Chicago,English,801,3340,2,Foodies,2021-08-29
2797,Alpha Innovations,Email,Women 25-34,60 days,Google Ads,0.08,"$9,615.00",7.34,New York,Mandarin,655,7258,10,Fashionistas,2021-08-30
2798,Alpha Innovations,Display,Men 18-24,15 days,Google Ads,0.07,"$5,264.00",3.79,Chicago,French,550,5948,5,Tech Enthusiasts,2021-08-31
2799,Alpha Innovations,Display,Men 18-24,30 days,Instagram,0.02,"$5,641.00",5.71,Houston,Spanish,406,9145,8,Health & Wellness,2021-09-01
2800,DataTech Solutions,Search,Men 18-24,60 days,YouTube,0.02,"$17,356.00",5.75,New York,Spanish,103,1195,8,Outdoor Adventurers,2021-09-02
2801,TechCorp,Email,Women 25-34,45 days,Facebook,0.02,"$18,025.00",3.68,Miami,German,408,9374,5,Health & Wellness,2021-09-03
2802,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.11,"$5,885.00",4.0,Los Angeles,English,232,2966,2,Foodies,2021-09-04
2803,Innovate Industries,Display,Women 25-34,45 days,Instagram,0.05,"$10,270.00",6.88,Los Angeles,German,701,2349,10,Outdoor Adventurers,2021-09-05
2804,Alpha Innovations,Display,Men 25-34,45 days,Facebook,0.1,"$17,309.00",6.63,Chicago,French,601,3708,2,Foodies,2021-09-06
2805,TechCorp,Search,All Ages,45 days,Facebook,0.05,"$8,259.00",4.9,Los Angeles,Mandarin,290,7247,4,Outdoor Adventurers,2021-09-07
2806,Innovate Industries,Search,Men 25-34,60 days,Facebook,0.01,"$10,501.00",3.99,Chicago,Mandarin,894,7198,1,Fashionistas,2021-09-08
2807,DataTech Solutions,Email,Women 25-34,60 days,YouTube,0.11,"$7,653.00",6.82,New York,Mandarin,942,7715,2,Fashionistas,2021-09-09
2808,DataTech Solutions,Email,Men 18-24,45 days,Website,0.06,"$7,954.00",2.82,New York,French,665,7713,7,Foodies,2021-09-10
2809,Alpha Innovations,Display,All Ages,45 days,Google Ads,0.13,"$18,280.00",4.78,Los Angeles,Mandarin,896,6219,1,Tech Enthusiasts,2021-09-11
2810,DataTech Solutions,Social Media,Men 25-34,30 days,Website,0.04,"$8,587.00",7.9,Chicago,English,580,4000,10,Foodies,2021-09-12
2811,NexGen Systems,Social Media,Men 25-34,60 days,Instagram,0.09,"$7,967.00",3.61,Los Angeles,French,139,4715,8,Foodies,2021-09-13
2812,Innovate Industries,Social Media,Men 25-34,30 days,YouTube,0.05,"$10,908.00",4.84,Houston,Spanish,420,5434,6,Health & Wellness,2021-09-14
2813,Alpha Innovations,Influencer,Men 18-24,30 days,Email,0.11,"$8,971.00",7.67,Miami,French,354,6386,1,Foodies,2021-09-15
2814,DataTech Solutions,Influencer,Women 35-44,15 days,Instagram,0.02,"$17,113.00",3.65,Houston,Spanish,860,4744,4,Fashionistas,2021-09-16
2815,NexGen Systems,Social Media,Men 25-34,45 days,YouTube,0.02,"$11,718.00",4.09,Houston,French,181,4942,9,Fashionistas,2021-09-17
2816,TechCorp,Influencer,Women 35-44,60 days,Facebook,0.11,"$13,218.00",3.37,Miami,German,136,7795,8,Foodies,2021-09-18
2817,Alpha Innovations,Display,Men 18-24,45 days,Google Ads,0.1,"$19,333.00",2.33,Miami,Spanish,784,2797,7,Fashionistas,2021-09-19
2818,Innovate Industries,Social Media,Women 25-34,30 days,YouTube,0.11,"$10,757.00",5.33,Miami,English,126,3637,7,Outdoor Adventurers,2021-09-20
2819,NexGen Systems,Search,Men 25-34,60 days,YouTube,0.05,"$16,907.00",3.66,Chicago,Mandarin,983,1383,8,Foodies,2021-09-21
2820,NexGen Systems,Search,Men 25-34,60 days,Website,0.1,"$5,644.00",5.25,Houston,Spanish,870,3568,5,Foodies,2021-09-22
2821,Alpha Innovations,Influencer,Men 18-24,60 days,Email,0.01,"$14,542.00",7.9,Chicago,English,589,4281,7,Fashionistas,2021-09-23
2822,DataTech Solutions,Social Media,Men 18-24,15 days,Email,0.1,"$8,051.00",7.42,Chicago,French,886,1557,7,Tech Enthusiasts,2021-09-24
2823,NexGen Systems,Email,Men 25-34,15 days,Email,0.03,"$16,032.00",3.83,Houston,Mandarin,865,3424,6,Fashionistas,2021-09-25
2824,TechCorp,Social Media,All Ages,30 days,Google Ads,0.08,"$17,632.00",4.73,Miami,French,762,7172,9,Tech Enthusiasts,2021-09-26
2825,Innovate Industries,Email,Women 25-34,15 days,YouTube,0.02,"$5,870.00",4.0,Houston,German,949,8090,3,Health & Wellness,2021-09-27
2826,Alpha Innovations,Search,All Ages,15 days,Instagram,0.14,"$17,354.00",2.06,New York,Spanish,187,1696,3,Health & Wellness,2021-09-28
2827,Alpha Innovations,Social Media,Women 25-34,60 days,Instagram,0.03,"$17,456.00",6.97,Houston,English,570,3389,5,Foodies,2021-09-29
2828,Alpha Innovations,Display,Men 18-24,45 days,Facebook,0.15,"$14,991.00",2.45,Houston,French,681,6884,4,Foodies,2021-09-30
2829,Alpha Innovations,Display,Men 25-34,15 days,Email,0.1,"$19,124.00",7.11,Miami,German,282,3485,4,Fashionistas,2021-10-01
2830,NexGen Systems,Display,Women 35-44,45 days,Google Ads,0.05,"$10,805.00",3.61,Miami,Mandarin,905,9725,5,Foodies,2021-10-02
2831,NexGen Systems,Social Media,Women 25-34,15 days,Facebook,0.12,"$13,914.00",2.24,Chicago,Spanish,876,8405,9,Fashionistas,2021-10-03
2832,Innovate Industries,Search,Men 18-24,15 days,Email,0.07,"$12,388.00",6.23,New York,English,229,5609,5,Outdoor Adventurers,2021-10-04
2833,Innovate Industries,Display,Men 25-34,30 days,Facebook,0.07,"$19,361.00",4.22,Chicago,Mandarin,654,4234,6,Health & Wellness,2021-10-05
2834,DataTech Solutions,Social Media,Women 35-44,30 days,Instagram,0.14,"$12,277.00",2.7,Chicago,German,532,4114,9,Tech Enthusiasts,2021-10-06
2835,Innovate Industries,Influencer,Women 25-34,30 days,Instagram,0.14,"$17,623.00",5.56,Miami,Spanish,646,4403,7,Outdoor Adventurers,2021-10-07
2836,TechCorp,Search,All Ages,15 days,Website,0.14,"$12,504.00",3.17,Miami,English,744,6212,2,Tech Enthusiasts,2021-10-08
2837,Alpha Innovations,Search,All Ages,45 days,Facebook,0.1,"$16,775.00",3.47,Chicago,Mandarin,700,3749,1,Fashionistas,2021-10-09
2838,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.09,"$15,760.00",6.43,Houston,English,211,8667,5,Tech Enthusiasts,2021-10-10
2839,DataTech Solutions,Search,Men 25-34,60 days,Instagram,0.04,"$16,751.00",4.52,New York,German,663,4743,1,Health & Wellness,2021-10-11
2840,NexGen Systems,Social Media,Women 35-44,60 days,Email,0.1,"$9,612.00",3.6,Los Angeles,French,630,1219,8,Health & Wellness,2021-10-12
2841,NexGen Systems,Email,Men 18-24,60 days,Website,0.11,"$13,033.00",3.37,Houston,Spanish,368,7294,9,Fashionistas,2021-10-13
2842,Innovate Industries,Search,Women 25-34,45 days,Website,0.02,"$7,900.00",5.89,New York,Spanish,352,7020,10,Fashionistas,2021-10-14
2843,TechCorp,Social Media,Men 25-34,60 days,Website,0.12,"$19,774.00",6.16,Houston,Mandarin,530,6125,10,Outdoor Adventurers,2021-10-15
2844,NexGen Systems,Display,All Ages,15 days,Website,0.01,"$9,447.00",6.62,Miami,Spanish,873,9058,8,Foodies,2021-10-16
2845,Alpha Innovations,Social Media,Women 25-34,15 days,Email,0.04,"$9,323.00",6.87,Los Angeles,French,754,9739,4,Tech Enthusiasts,2021-10-17
2846,TechCorp,Display,Women 35-44,45 days,Google Ads,0.01,"$9,584.00",4.6,Chicago,German,739,9682,2,Tech Enthusiasts,2021-10-18
